a_x,a_y,a_z,w_x,w_y,w_z,q_w_int,q_x_int,q_y_int,q_z_int,a_x_fp,a_y_fp,a_z_fp,w_x_fp,w_y_fp,w_z_fp,q_w,q_x,q_y,q_z,psi,theta,phi
-385,19,307,26,26,10,15919,62748,2822,1554,-0.02349853515625,0.00115966796875,0.01873779296875,0.0015869140625,0.0015869140625,0.0006103515625,0.97161865234375,-0.170166015625,0.1722412109375,0.0948486328125,7.6618774909080765,21.529829534279408,-18.426919760018283
-383,28,297,31,3,15,15919,62752,2826,1556,-0.02337646484375,0.001708984375,0.01812744140625,0.00189208984375,0.00018310546875,0.00091552734375,0.97161865234375,-0.169921875,0.1724853515625,0.094970703125,7.677778662727732,21.55875635991225,-18.394037787624207
-407,32,303,36,-20,10,15920,62757,2828,1557,-0.02484130859375,0.001953125,0.01849365234375,0.002197265625,-0.001220703125,0.0006103515625,0.9716796875,-0.16961669921875,0.172607421875,0.09503173828125,7.6897843343729555,21.57237316723532,-18.35479627364991
-409,31,296,38,-36,-10,15921,62762,2828,1557,-0.02496337890625,0.00189208984375,0.01806640625,0.0023193359375,-0.002197265625,-0.0006103515625,0.97174072265625,-0.1693115234375,0.172607421875,0.09503173828125,7.6967056907817835,21.570097719585902,-18.31752351959931
-404,29,291,46,-54,-44,15923,62767,2826,1554,-0.024658203125,0.00177001953125,0.01776123046875,0.0028076171875,-0.0032958984375,-0.002685546875,0.97186279296875,-0.16900634765625,0.1724853515625,0.0948486328125,7.683781739220198,21.550690157965878,-18.28402501871411
-193,-184,334,41,-123,-56,15927,62768,2816,1550,-0.01177978515625,-0.01123046875,0.0203857421875,0.00250244140625,-0.00750732421875,-0.00341796875,0.97210693359375,-0.1689453125,0.171875,0.0946044921875,7.665912898738704,21.477001586104326,-18.280898057985954
262,-937,345,69,-509,-31,15937,62776,2767,1554,0.0159912109375,-0.05718994140625,0.02105712890625,0.00421142578125,-0.03106689453125,-0.00189208984375,0.97271728515625,-0.16845703125,0.16888427734375,0.0948486328125,7.7558216686651615,21.131467938312095,-18.219988145946157
19,-928,379,74,-955,-172,15956,62785,2674,1552,0.00115966796875,-0.056640625,0.02313232421875,0.0045166015625,-0.05828857421875,-0.010498046875,0.973876953125,-0.16790771484375,0.1632080078125,0.0947265625,7.84736766291544,20.468947064654955,-18.16387692967584
-365,-505,355,-64,-438,-392,15966,62773,2628,1523,-0.02227783203125,-0.03082275390625,0.02166748046875,-0.00390625,-0.0267333984375,-0.02392578125,0.9744873046875,-0.16864013671875,0.160400390625,0.09295654296875,7.66883665699148,20.11885390562578,-18.29158924507872
-419,-373,454,-233,-294,-538,15972,62743,2592,1481,-0.02557373046875,-0.02276611328125,0.0277099609375,-0.01422119140625,-0.0179443359375,-0.0328369140625,0.974853515625,-0.17047119140625,0.158203125,0.09039306640625,7.364972633635531,19.83231783662946,-18.565647269617095
-486,-241,253,-297,-215,-681,15977,62705,2561,1425,-0.0296630859375,-0.01470947265625,0.01544189453125,-0.01812744140625,-0.01312255859375,-0.04156494140625,0.97515869140625,-0.17279052734375,0.15631103515625,0.08697509765625,6.947270131633141,19.567252166623142,-18.912814202095007
-376,221,339,-184,-223,-438,15981,62686,2534,1391,-0.02294921875,0.01348876953125,0.02069091796875,-0.01123046875,-0.01361083984375,-0.0267333984375,0.97540283203125,-0.1739501953125,0.1546630859375,0.08489990234375,6.70909634669628,19.344926100217506,-19.09383760284407
-433,173,302,-172,-156,-292,15983,62669,2516,1370,-0.02642822265625,0.01055908203125,0.0184326171875,-0.010498046875,-0.009521484375,-0.017822265625,0.97552490234375,-0.17498779296875,0.153564453125,0.0836181640625,6.557487391570914,19.200580344661184,-19.24347438260515
-508,113,195,-74,-49,-223,15984,62660,2510,1352,-0.031005859375,0.00689697265625,0.01190185546875,-0.0045166015625,-0.00299072265625,-0.01361083984375,0.9755859375,-0.175537109375,0.1531982421875,0.08251953125,6.424244265498354,19.14054968444536,-19.330469612352797
-538,52,82,187,259,-261,15985,62672,2535,1321,-0.0328369140625,0.003173828125,0.0050048828125,0.01141357421875,0.01580810546875,-0.01593017578125,0.97564697265625,-0.1748046875,0.15472412109375,0.08062744140625,6.188946425793381,19.274866443984155,-19.27780592516876
-455,-36,90,445,522,-276,15987,62706,2586,1280,-0.02777099609375,-0.002197265625,0.0054931640625,0.02716064453125,0.0318603515625,-0.016845703125,0.97576904296875,-0.1727294921875,0.1578369140625,0.078125,5.880156989658406,19.573373001255973,-19.075527853407724
